婗 ní
婘 quán
婙 jìng
婚 hūn
婛 jīng
婜 qiān
婝 diàn
婞 xìng
婟 hù
婠 wān
婡 lái
婢 bì
婣 yīn
婤 chōu
婥 nào
婦 fù
婧 jìng
婨 lún
婩 àn
婪 lán
婫 kūn
婬 yín
婭 yà
婮 jū
婯 lì
婰 diǎn
婱 xián
婲 hua
婳 huà
婴 yīng
婵 chán
婶 shěn
婷 tíng
婸 dàng
婹 yǎo
婺 wù
婻 nàn
婼 chuò
婽 jiǎ
婾 tōu
婿 xù
媀 yù
媁 wéi
媂 dì
媃 róu
媄 měi
媅 dān
媆 ruǎn
媇 qīn
媈 huī
媉 wò
媊 qián
媋 chūn
媌 miáo
媍 fù
媎 jiě
媏 duān
媐 yí
媑 zhòng
媒 méi
媓 huáng
媔 mián
媕 ān
媖 yīng
媗 xuān
媘 jiē
媙 wēi
媚 mèi
媛 yuán
媜 zhēng
媝 qiū
媞 shì
媟 xiè
媠 tuǒ
媡 liàn
媢 mào
媣 rǎn
媤 sī
媥 piān
媦 wèi
媧 wā
媨 jiù
媩 hú
媪 ǎo
媫 qie
媬 bǎo
媭 xū
媮 tōu
媯 guī
媰 chú
媱 yáo
媲 pì
媳 xí
媴 yuán
媵 yìng
媶 róng
媷 rù
媸 chī
媹 liú
媺 měi
媻 pán
媼 ǎo
媽 mā
媾 gòu
媿 kuì
嫀 qín
嫁 jià
嫂 sǎo
嫃 zhēn
嫄 yuán
嫅 jiē
嫆 róng
嫇 míng
嫈 yīng
嫉 jí
嫊 sù
嫋 niǎo
嫌 xián
嫍 tāo
嫎 páng
嫏 láng
嫐 nǎo
嫑 báo
嫒 ài
嫓 pì
嫔 pín
嫕 yì
嫖 piáo
嫗 yù
嫘 léi
嫙 xuán
嫚 mān
嫛 yī
嫜 zhāng
嫝 kāng
嫞 yōng
嫟 nì
嫠 lí
嫡 dí
嫢 guī
嫣 yān
嫤 jǐn
嫥 zhuān
嫦 cháng
嫧 zé
嫨 hān
嫩 nèn
嫪 lào
嫫 mó
嫬 zhē
嫭 hù
嫮 hù
嫯 ào
嫰 nèn
嫱 qiáng
嫲 ma
嫳 piè
嫴 gū
嫵 wǔ
嫶 qiáo
嫷 tuǒ
嫸 zhǎn
嫹 máo
嫺 xián
嫻 xián
嫼 mò
嫽 liáo
嫾 lián
嫿 huà
嬀 guī
嬁 dēng
嬂 zhí
嬃 xū
嬄 yī
嬅 huà
嬆 xī
嬇 kuì
嬈 ráo
嬉 xī
嬊 yàn
嬋 chán
嬌 jiāo
嬍 měi
嬎 fàn
嬏 fān
嬐 xiān
嬑 yì
嬒 huì
嬓 jiào
嬔 fù
嬕 shì
嬖 bì
嬗 shàn
嬘 suì
嬙 qiáng
嬚 liǎn
嬛 huán
嬜 xīn
嬝 niǎo
嬞 dǒng
嬟 yì
嬠 cān
嬡 ài
嬢 niáng
嬣 níng
嬤 mā
嬥 tiǎo
嬦 chóu
嬧 jìn
嬨 cí
嬩 yú
嬪 pín
嬫 róng
嬬 rú
嬭 nǎi
嬮 yān
嬯 tái
嬰 yīng
嬱 cán
嬲 niǎo
嬳 yuè
嬴 yíng
嬵 mián
嬶 bi
嬷 mā
嬸 shěn
嬹 xìng
嬺 nì
嬻 dú
嬼 liǔ
嬽 yuān
嬾 lǎn
嬿 yàn
孀 shuāng
孁 líng
孂 jiǎo
孃 niáng
孄 lǎn
孅 qiān
孆 yīng
孇 shuāng
孈 huì
孉 quán
孊 mǐ
孋 lí
孌 luán
孍 yán
孎 zhú
孏 lǎn
子 zi
孑 jié
孒 jué
孓 jué
孔 kǒng
孕 yùn
孖 mā
字 zì
存 cún
孙 sūn
孚 fú
孛 bèi
孜 zī
孝 xiào
孞 xìn
孟 mèng
孠 sì
孡 tāi
孢 bāo
季 jì
孤 gū
孥 nú
学 xué
孧 you
孨 zhuǎn
孩 hái
孪 luán
孫 sūn
孬 nāo
孭 miē
孮 cóng
孯 qiān
孰 shú
孱 càn
孲 yā
孳 zī
孴 nǐ
孵 fū
孶 zī
孷 lí
學 xué
孹 bò
孺 rú
孻 nái
孼 niè
孽 niè
孾 yīng
孿 luán
宀 mián
宁 níng
宂 rǒng
它 tā
宄 guǐ
宅 zhái
宆 qióng
宇 yǔ
守 shoǔ
安 ān
宊 tū
宋 sòng
完 wán
宍 ròu
宎 yǎo
宏 hóng
宐 yí
宑 jǐng
宒 zhūn
宓 mì
宔 zhǔ
宕 dàng
宖 hóng
宗 zōng
官 guān
宙 zhoù
定 dìng
宛 wǎn
宜 yi
宝 bǎo
实 shí
実 shí
宠 chǒng
审 shěn
客 kè
宣 xuān
室 shì
宥 yòu
宦 huàn
宧 yí
宨 tiǎo
宩 shǐ
宪 xiàn
宫 gōng
宬 chéng
宭 qún
宮 gōng
宯 xiāo
宰 zǎi
宱 zhà
宲 bǎo
害 hài
宴 yàn
宵 xiāo
家 jiā
宷 shěn
宸 chén
容 róng
宺 huǎng
宻 mì
宼 kòu
宽 kuān
宾 bīn
宿 sù
寀 cǎi
寁 zǎn
寂 jì
寃 yuān
寄 jì
寅 yín
密 mì
寇 koù
寈 qīng
寉 què
寊 zhēn
寋 jiàn
富 fù
寍 níng
寎 bìng
寏 huán
寐 mèi
寑 qǐn
寒 hán
寓 yù
寔 shí
寕 níng
寖 jìn
寗 níng
寘 zhì
寙 yǔ
寚 bǎo
寛 kuān
寜 níng
寝 qǐn
寞 mò
察 chá
寠 jù
寡 guǎ
寢 qǐn
寣 hū
寤 wù
寥 liáo
實 shí
寧 níng
寨 zhài
審 shěn
寪 wěi
寫 xiě
寬 kuān
寭 huì
寮 liáo
寯 jùn
寰 huán
寱 yì
寲 yí
寳 bǎo
寴 qīn
寵 chǒng
寶 bǎo
寷 fēng
寸 cùn
对 duì
寺 sì
寻 xún
导 dǎo
寽 lǜ
対 duì
寿 shoù
尀 pǒ
封 fēng
専 zhuān
尃 fū
射 shè
尅 kè
将 jiāng
將 jiāng
專 zhuān
尉 wèi
尊 zūn
尋 xún
尌 shù
對 duì
導 dǎo
小 xiǎo
尐 jié
少 shǎo
尒 ěr
尓 ěr
尔 ěr
尕 gǎ
尖 jiān
尗 shū
尘 chén
尙 shàng
尚 shàng
尛 mo
尜 gá
尝 cháng
尞 liào
尟 xiǎn
尠 xiǎn
尡 kun
尢 yóu
尣 wāng
尤 yoú
尥 liào
尦 liào
尧 yáo
尨 máng
尩 wāng
尪 wāng
尫 wāng
尬 gà
尭 yáo
尮 duò
尯 kuì
尰 zhǒng
就 jiù
尲 gān
尳 gǔ
尴 gān
尵 tuí
尶 gān
尷 gān
尸 shī
尹 yǐn
尺 chǐ
尻 kāo
尼 ní
尽 jǐn
尾 wěi
尿 niào
局 jú
屁 pì
层 céng
屃 xì
屄 bī
居 jū
屆 jiè
屇 tián
屈 qū
屉 ti
届 jiè
屋 wū
屌 diǎo
屍 shī
屎 shǐ
屏 píng
屐 jī
屑 xiè
屒 zhěn
屓 xiè
屔 ní
展 zhǎn
屖 xī
屗 wěi
屘 mǎn
屙 ē
屚 lòu
屛 píng
屜 ti
屝 fèi
属 shǔ
屟 xiè
屠 tú
屡 lǚ
屢 lǚ
屣 xǐ
層 céng
履 lǚ
屦 jù
屧 xiè
屨 jù
屩 juē
屪 liáo
屫 jué
屬 shǔ
屭 xì
屮 chè
屯 tún
屰 nì
山 shān
屲 wa
屳 xiān
屴 lì
屵 è
屶 dao
屷 hui
屸 lóng
屹 yì
屺 qǐ
屻 rèn
屼 wù
屽 hàn
屾 shēn
屿 yǔ
岀 chū
岁 suì
岂 qǐ
岃 rèn
岄 yuè
岅 bǎn
岆 yǎo
岇 áng
岈 yá
岉 wù
岊 jié
岋 è
岌 jí
岍 qiān
岎 fén
岏 wán
岐 qí
岑 cén
岒 qián
岓 qí
岔 chà
岕 jiè
岖 qū
岗 gǎng
岘 xiàn
岙 ào
岚 lán
岛 dǎo
岜 bā
岝 zuò
岞 zuò
岟 yǎng
岠 jù
岡 gāng
岢 kě
岣 gǒu
岤 xué
岥 pō
岦 lì
岧 tiáo
岨 qū
岩 yán
岪 fú
岫 xiù
岬 jiǎ
岭 lǐng
岮 tuó
岯 pí
岰 ào
岱 dài
岲 kuàng
岳 yuè
岴 qū
岵 hù
岶 pò
岷 mín
岸 àn
岹 tiáo
岺 líng
岻 chí
岼 ping
岽 dōng
岾 hàn
岿 kuī
峀 xiù
峁 mǎo
峂 tóng
峃 xué
峄 yì
峅 bian
峆 hé
峇 bā
峈 luò
峉 è
峊 fù
峋 xún
峌 dié
峍 lù
峎 ěn
峏 ér
峐 gāi
峑 quān
峒 dòng
峓 yí
峔 mǔ
峕 shí
峖 ān
峗 wéi
峘 huán
峙 shì
峚 mì
峛 lǐ
峜 jì
峝 tóng
峞 wéi
峟 yòu
峠 gu
峡 xiá
峢 lǐ
峣 yáo
峤 jiào
峥 zhēng
峦 luán
峧 jiāo
峨 é
峩 é
峪 yù
峫 xié
峬 bū
峭 qiào
峮 qūn
峯 fēng
峰 fēng
峱 náo
峲 lǐ
峳 yóu
峴 xiàn
峵 hóng
島 dǎo
峷 shēn
峸 chéng
峹 tú
峺 gěng
峻 jùn
峼 hào
峽 xiá
峾 yín
峿 yǔ
崀 làng
崁 kàn
崂 láo
崃 lái
崄 xiǎn
崅 què
崆 kōng
崇 chóng
崈 chóng
崉 tà
崊 lín
崋 huà
崌 jū
崍 lái
崎 qí
崏 mín
崐 kūn
崑 kūn
崒 zú
崓 gù
崔 cuī
崕 yá
崖 yá
崗 gǎng
崘 lún
崙 lún
崚 léng
崛 jué
崜 duō
崝 zhēng
崞 guō
崟 yín
崠 dōng
崡 hán
崢 zhēng
崣 wěi
崤 xiáo
崥 pí
崦 yān
崧 sōng
崨 jié
崩 bēng
崪 zú
崫 kū
崬 dōng
崭 zhǎn
崮 gù
崯 yín
崰 zi
崱 zè
崲 huáng
崳 yú
崴 wǎi
崵 yáng
崶 fēng
崷 qiú
崸 yáng
崹 tí
崺 yǐ
崻 zhì
崼 shì
崽 zǎi
崾 yǎo
崿 è
嵀 zhù
嵁 kān
嵂 lǜ
嵃 yǎn
嵄 měi
嵅 hán
嵆 jī
嵇 jī
嵈 huàn
嵉 tíng
嵊 shèng
嵋 méi
嵌 qiàn
嵍 wù
嵎 yú
嵏 zōng
嵐 lán
嵑 kě
嵒 yán
嵓 yán
嵔 wěi
嵕 zōng
嵖 chá
嵗 suì
嵘 róng
嵙 ke
嵚 qīn
嵛 yú
嵜 ti
嵝 lǒu
嵞 tú
嵟 duī
嵠 xī
嵡 wěng
嵢 cāng
嵣 dàng
嵤 róng
嵥 jié
嵦 kǎi
嵧 liú
嵨 wù
嵩 sōng
嵪 qiāo
嵫 zī
嵬 wéi
嵭 bēng
嵮 diān
嵯 cuó
嵰 qiǎn
嵱 yǒng
嵲 niè
嵳 cuó
嵴 jǐ
嵵 shi
嵶 ruo
嵷 sǒng
嵸 zōng
嵹 jiàng
嵺 liáo
嵻 kāng
嵼 chǎn
嵽 dié
嵾 cēn
嵿 dǐng
嶀 tū
嶁 lǒu
嶂 zhàng
嶃 zhǎn
嶄 zhǎn
嶅 áo
嶆 cáo
嶇 qū
嶈 qiāng
嶉 cuī
嶊 zuǐ
嶋 dǎo
嶌 dǎo
嶍 xí
嶎 yù
嶏 pèi
嶐 lóng
嶑 xiàng
嶒 céng
嶓 bō
嶔 qīn
嶕 jiāo
嶖 yǎn
嶗 láo
嶘 zhàn
嶙 lín
嶚 liáo
嶛 liáo
嶜 jīn
嶝 dèng
嶞 duò
嶟 zūn
嶠 jiào
嶡 guì
嶢 yáo
嶣 jiāo
嶤 yáo
嶥 jué
嶦 zhān
嶧 yì
嶨 xué
嶩 náo
嶪 yè
嶫 yè
嶬 yí
嶭 niè
嶮 xiǎn
嶯 jí
嶰 xiè
嶱 kě
嶲 xī
嶳 dì
嶴 ào
嶵 zuǐ
嶶 wei
嶷 yí
嶸 róng
嶹 dǎo
嶺 lǐng
嶻 zá
嶼 yǔ
嶽 yuè
嶾 yǐn
嶿 ru
巀 jié
巁 lì
巂 guī
巃 lóng
巄 lóng
巅 diān
巆 róng
巇 xī
巈 jú
巉 chán
巊 yǐng
巋 kuī
巌 yán
巍 wēi
巎 náo
巏 quán
巐 chǎo
巑 cuán
巒 luán
巓 diān
巔 diān
巕 nie
巖 yán
巗 yán
巘 yǎn
巙 kuí
巚 yǎn
巛 chuān
巜 kuài
川 chuān
州 zhoū
巟 huāng
巠 jīng
巡 xún
巢 cháo
巣 cháo
巤 liè
工 gōng
左 zuǒ
巧 qiǎo
巨 jù
巩 gǒng
巪 jù
巫 wū
巬 pu
巭 pu
差 chà
巯 qiú
巰 qiú
己 jǐ
已 yǐ
巳 sì
巴 ba
巵 zhī
巶 zhāo
巷 xiàng
巸 yí
巹 jǐn
巺 xùn
巻 juàn
巼 bā
巽 xùn
巾 jīn
巿 fú
帀 zā
币 bì
市 shì
布 bù
帄 dīng
帅 shuài
帆 fān
帇 niè
师 shī
帉 fēn
帊 pà
帋 zhǐ
希 xī
帍 hù
帎 dàn
帏 wéi
帐 zhàng
帑 tǎng
帒 dài
帓 mò
帔 pèi
帕 pà
帖 tiē
帗 bō
帘 lián
帙 zhì
帚 zhou
帛 bó
帜 zhì
帝 dì
帞 mò
帟 yì
帠 yì
帡 píng
帢 qià
帣 juǎn
帤 rú
帥 shuài
带 dài
帧 zhèng
帨 shuì
帩 qiào
帪 zhēn
師 shī
帬 qún
席 xí
帮 bāng
帯 dài
帰 guī
帱 chóu
帲 píng
帳 zhàng
帴 sàn
帵 wān
帶 dài
帷 wéi
常 cháng
帹 shà
帺 qí
帻 zé
帼 guó
帽 mào
帾 dǔ
帿 hóu
幀 zhèng
幁 xū
幂 mì
幃 wéi
幄 wò
幅 fú
幆 yì
幇 bāng
幈 píng
幉 die
幊 gōng
幋 pán
幌 huǎng
幍 tāo
幎 mì
幏 jià
幐 téng
幑 huī
幒 zhōng
幓 shān
幔 màn
幕 mù
幖 biāo
幗 guó
幘 zé
幙 mù
幚 bāng
幛 zhàng
幜 jǐng
幝 chǎn
幞 fú
幟 zhì
幠 hū
幡 fān
幢 chuáng
幣 bì
幤 bi
幥 zhang
幦 mì
幧 qiāo
幨 chān
幩 fén
幪 méng
幫 bāng
幬 chóu
幭 miè
幮 chú
幯 jié
幰 xiǎn
幱 lán
干 gàn
平 píng
年 nián
幵 jiān
并 bìng
幷 bìng
幸 xìng
幹 gàn
幺 yāo
幻 huàn
幼 yoù
幽 yōu
幾 jǐ
广 guǎng
庀 pǐ
庁 tīng
庂 zè
広 guǎng
庄 zhuāng
庅 mó
庆 qìng
庇 bì
庈 qín
庉 dùn
床 chuáng
庋 guǐ
庌 yǎ
庍 bài
庎 jiè
序 xù
庐 lú
庑 wǔ
庒 zhuang
库 kù
应 yīng
底 dǐ
庖 páo
店 diàn
庘 yā
庙 miào
庚 gēng
庛 cì
府 fǔ
庝 tóng
庞 páng
废 fèi
庠 xiáng
庡 yǐ
庢 zhì
庣 tiāo
庤 zhì
庥 xiū
度 dù
座 zuò
庨 xiāo
庩 tú
庪 guǐ
庫 kù
庬 máng
庭 tíng
庮 yǒu
庯 bū
庰 bìng
庱 chěng
庲 lái
庳 bì
庴 jí
庵 ān
庶 shù
康 kāng
庸 yōng
庹 tuǒ
庺 sōng
庻 shù
庼 qǐng
庽 yù
庾 yǔ
庿 miào
廀 sōu
廁 cè
廂 xiāng
廃 fèi
廄 jiù
廅 è
廆 guī
廇 liù
廈 shà
廉 lián
廊 láng
廋 sōu
廌 zhì
廍 pǒu
廎 qǐng
廏 jiù
廐 jiù
廑 jǐn
廒 áo
廓 kuò
廔 lóu
廕 yìn
廖 liào
廗 dài
廘 lù
廙 yì
廚 chú
廛 chán
廜 tú
廝 sī
廞 xīn
廟 miào
廠 chǎng
廡 wǔ
廢 fèi
廣 guǎng
廤 kù
廥 kuài
廦 bì
廧 qiáng
廨 xiè
廩 lǐn
廪 lǐn
廫 liáo
廬 lú
廭 ji
廮 yǐng
廯 xiān
廰 tīng
廱 yōng
廲 lí
廳 tīng
廴 yǐn
廵 xún
延 yán
廷 tíng
廸 dí
廹 pǎi
建 jiàn
廻 huí
廼 nǎi
廽 huí
廾 gǒng
廿 niàn
开 kāi
弁 biàn
异 yì
弃 qì
弄 nòng
弅 fèn
弆 jǔ
弇 yǎn
弈 yì
弉 zàng
弊 bì
弋 yì
弌 yī
弍 èr
弎 sān
式 shì
弐 èr
弑 shì
弒 shì
弓 gōng
弔 diào
引 yǐn
弖 hù
弗 fú
弘 hóng
弙 wū
弚 tuí
弛 chí
弜 jiàng
弝 bà
弞 shěn
弟 dì
张 zhāng
弡 jué
弢 tāo
弣 fǔ
弤 dǐ
弥 mí
弦 xián
弧 hú
弨 chāo
弩 nǔ
弪 jìng
弫 zhěn
弬 yí
弭 mǐ
弮 quān
弯 wān
弰 shāo
弱 ruò
弲 xuān
弳 jìng
弴 diāo
張 zhāng
弶 jiàng
強 qiáng
弸 péng
弹 dàn
强 qiáng
弻 bì
弼 bì
弽 shè
弾 dàn
弿 jiǎn
彀 gòu
彁 ge
彂 fā
彃 bì
彄 kōu
彅 jian
彆 biè
彇 xiāo
彈 dàn
彉 guō
彊 jiàng
彋 hóng
彌 mí
彍 guō
彎 wān
彏 jué
彐 jì
彑 jì
归 guī
当 dāng
彔 lù
录 lù
彖 tuàn
彗 huì
彘 zhì
彙 huì
彚 huì
彛 yí
彜 yí
彝 yí
彞 yí
彟 yuē
彠 yuē
彡 shān
形 xíng
彣 wén
彤 tóng
彥 yàn
彦 yàn
彧 yù
彨 chī
彩 cǎi
彪 biāo
彫 diāo
彬 bīn
彭 péng
彮 yǒng
彯 piǎo
彰 zhāng
影 yǐng
彲 chī
彳 chì
彴 zhuó
彵 tuǒ
彶 jí
彷 fǎng
彸 zhōng
役 yì
彺 wáng
彻 chè
彼 bǐ
彽 dī
彾 líng
彿 fú
往 wǎng
征 zhēng
徂 cú
徃 wǎng
径 jìng
待 dài
徆 xī
徇 xùn
很 hěn
徉 yáng
徊 huái
律 lǜ
後 hòu
徍 wǎng
徎 chěng
徏 zhì
徐 xú
徑 jìng
徒 tú
従 cóng
徔 zhi
徕 lái
徖 cóng
得 de
徘 pái
徙 xǐ
徚 dōng
徛 jì
徜 cháng
徝 zhì
從 cóng
徟 zhōu
徠 lái
御 yù
徢 xiè
徣 jiè
徤 jiàn
徥 shì
徦 jiǎ
徧 biàn
徨 huáng
復 fù
循 xún
徫 wěi
徬 páng
徭 yáo
微 wēi
徯 xī
徰 zhēng
徱 piào
徲 tí
徳 dé
徴 zhēng
徵 zhēng
徶 bié
德 dé
徸 chōng
徹 chè
徺 jiǎo
徻 huì
徼 jiǎo
徽 huī
徾 méi
徿 lòng
忀 xiāng
忁 bào
忂 qú
心 xīn
忄 xin
必 bì
忆 yì
忇 lè
忈 rén
忉 dāo
忊 dìng
忋 gǎi
忌 jì
忍 rěn
忎 rén
忏 chàn
忐 tǎn
忑 tè
忒 tè
忓 gān
忔 qì
忕 shì
忖 cǔn
志 zhì
忘 wàng
忙 máng
忚 xī
忛 fán
応 yīng
忝 tiǎn
忞 mín
忟 wěn
忠 zhōng
忡 chōng
忢 wù
忣 jí
忤 wǔ
忥 xì
忦 jiá
忧 yoū
忨 wàn
忩 cōng
忪 sōng
快 kuài
忬 yù
忭 biàn
忮 zhì
忯 qí
忰 cuì
忱 chén
忲 tài
忳 tún
忴 qián
念 niàn
忶 hún
忷 xiōng
忸 niǔ
忹 kuáng
忺 xiān
忻 xīn
忼 kāng
忽 hū
忾 kài
忿 fèn
怀 huái
态 tài
怂 sǒng
怃 wǔ
怄 òu
怅 chàng
怆 chuàng
怇 jù
怈 yì
怉 bǎo
怊 chāo
怋 mín
怌 pēi
怍 zuò
怎 zěn
怏 yàng
怐 jù
怑 bàn
怒 nù
怓 náo
怔 zhēng
怕 pà
怖 bù
怗 tiē
怘 hù
怙 hù
怚 jù
怛 dá
怜 lián
思 sī
怞 chóu
怟 dì
怠 dài
怡 yí
怢 tū
怣 yóu
怤 fū
急 jí
怦 pēng
性 xìng
怨 yuàn
怩 ní
怪 guài
怫 fú
怬 xì
怭 bì
怮 yōu
怯 qiè
怰 xuàn
怱 cōng
怲 bǐng
怳 huǎng
怴 xù
怵 chù
怶 bì
怷 shù
怸 xī
怹 tān
怺 yong
总 zǒng
怼 duì
怽 mo
怾 zhǐ
怿 yì
恀 shì
恁 nèn
恂 xún
恃 shì
恄 xì
恅 lǎo
恆 héng
恇 kuāng
恈 móu
恉 zhǐ
恊 xié
恋 liàn
恌 tiāo
恍 huǎng
恎 dié
恏 hào
恐 kǒng
恑 guǐ
恒 héng
恓 xī
恔 jiǎo
恕 shù
恖 si
恗 hū
恘 qiū
恙 yàng
恚 huì
恛 huí
恜 chì
恝 jiá
恞 yí
恟 xiōng
恠 guài
恡 lìn
恢 huī
恣 zì
恤 xù
恥 chǐ
恦 shàng
恧 nǜ
恨 hèn
恩 ēn
恪 kè
恫 dòng
恬 tián
恭 gōng
恮 quān
息 xi
恰 qià
恱 yuè
恲 pēng
恳 kěn
恴 dé
恵 huì
恶 è
恷 xiao
恸 tòng
恹 yān
恺 kǎi
恻 cè
恼 nǎo
恽 yùn
恾 máng
恿 yǒng
悀 yǒng
悁 yuān
悂 pī
悃 kǔn
悄 qiāo
悅 yuè
悆 yù
悇 tú
悈 jiè
悉 xī
悊 zhé
悋 lìn
悌 tì
悍 hàn
悎 hào
悏 qiè
悐 tì
悑 bù
悒 yì
悓 qiàn
悔 huǐ
悕 xī
悖 bèi
悗 mán
悘 yī
悙 hēng
悚 sǒng
悛 quān
悜 chěng
悝 kuī
悞 wù
悟 wù
悠 yoū
悡 lí
悢 liàng
患 huàn
悤 cōng
悥 yì
悦 yuè
悧 lì
您 nín
悩 nǎo
悪 è
悫 què
悬 xuán
悭 qiān
悮 wù
悯 mǐn
悰 cóng
悱 fěi
悲 bēi
悳 duó
悴 cuì
悵 chàng
悶 mèn
悷 sàn
悸 jì
悹 guàn
悺 guàn
悻 xìng
悼 dào
悽 qī
悾 kōng
悿 tiǎn
惀 lún
惁 xī
惂 kǎn
惃 gǔn
惄 nì
情 qíng
惆 chóu
惇 dūn
惈 guǒ
惉 zhān
惊 jīng
惋 wǎn
惌 yuān
惍 jīn
惎 jì
惏 lán
惐 yù
惑 huò
惒 hé
惓 quán
惔 tán
惕 tì
惖 tì
惗 niè
惘 wǎng
惙 chuò
惚 hū
惛 hūn
惜 xī
惝 chǎng
惞 xīn
惟 wéi
惠 huì
惡 è
惢 suǒ
惣 zǒng
惤 jiān
惥 yǒng
惦 diàn
惧 jù
惨 cǎn
惩 chéng
惪 dé
惫 bèi
惬 qiè
惭 cán
惮 dàn
惯 guàn
惰 duò
惱 nǎo
惲 yùn
想 xiǎng
惴 zhuì
惵 dié
惶 huáng
惷 chǔn
惸 qióng
惹 rě
惺 xīng
惻 cè
惼 biǎn
惽 mǐn
惾 zōng
惿 tí
愀 qiǎo
愁 choú
愂 bèi
愃 xuān
愄 wēi
愅 gé
愆 qiān
愇 wěi
愈 yù
愉 yú
愊 bì
愋 xuān
愌 huàn
愍 mǐn
愎 bì
意 yì
愐 miǎn
愑 yǒng
愒 kài
愓 dàng
愔 yīn
愕 è
愖 chén
愗 mào
愘 qià
愙 kè
愚 yú
愛 ài
愜 qiè
愝 yǎn
愞 nuò
感 gǎn
愠 yùn
愡 zǒng
愢 sāi
愣 lèng
愤 fèn
愥 ying
愦 kuì
愧 kuì
愨 què
愩 gōng
愪 yún
愫 sù
愬 sù
愭 qí
愮 yáo
愯 sǒng
愰 huàng
愱 jí
愲 gǔ
愳 jù
愴 chuàng
愵 nì
愶 xié
愷 kǎi
愸 zhěng
愹 yǒng
愺 cǎo
愻 xùn
愼 shèn
愽 bó
愾 kài
愿 yuàn
慀 xì
慁 hùn
慂 yǒng
慃 yǎng
慄 lì
慅 sāo
慆 tāo
慇 yīn
慈 cí
慉 xù
慊 qiàn
態 tài
慌 huāng
慍 yùn
慎 shèn
慏 mǐng
慐 gong
慑 shè
慒 cóng
慓 piāo
慔 mù
慕 mù
慖 guó
慗 chì
慘 cǎn
慙 cán
慚 cán
慛 cuī
慜 mǐn
慝 tè
慞 zhāng
慟 tòng
慠 ào
慡 shuǎng
慢 màn
慣 guàn
慤 què
慥 zào
慦 jiù
慧 huì
慨 kǎi
慩 lián
慪 òu
慫 sǒng
慬 qín
慭 yìn
慮 lǜ
慯 shāng
慰 wèi
慱 tuán
慲 mán
慳 qiān
慴 shè
慵 yōng
慶 qìng
慷 kāng
慸 dì
慹 zhí
慺 lóu
慻 juàn
慼 qī
慽 qī
慾 yù
慿 píng
憀 liáo
憁 còng
憂 yoū
憃 chōng
憄 zhì
憅 tòng
憆 chēng
憇 qì
憈 qū
憉 péng
憊 bèi
憋 biē
憌 qióng
憍 jiāo
憎 zēng
憏 chì
憐 lián
憑 píng
憒 kuì
憓 huì
憔 qiáo
憕 chéng
憖 yìn
憗 yìn
憘 xǐ
憙 xī
憚 dàn
憛 tán
憜 duǒ
憝 duì
憞 duì
憟 sù
憠 jué
憡 cè
憢 xiāo
憣 fān
憤 fèn
憥 láo
憦 lào
憧 chōng
憨 hān
憩 qì
憪 xián
憫 mǐn
憬 jǐng
憭 liǎo
憮 wǔ
憯 cǎn
憰 jué
憱 cù
憲 xiàn
憳 tǎn
憴 shéng
憵 pī
憶 yì
憷 chù
憸 xiān
憹 náo
憺 dàn
憻 tǎn
憼 jǐng
憽 sōng
憾 hàn
憿 jiǎo
懀 wèi
懁 xuān
懂 dǒng
懃 qín
懄 qín
懅 jù
懆 cǎo
懇 kěn
懈 xiè
應 yīng
懊 ào
懋 mào
懌 yì
懍 lǐn
懎 sè
懏 jùn
懐 huái
懑 mèn
懒 lǎn
懓 ài
懔 lǐn
懕 yān
懖 kuò
懗 xià
懘 chì
懙 yǔ
懚 yìn
懛 dāi
懜 měng
懝 ài
懞 méng
懟 duì
懠 qí
懡 mǒ
懢 lán
懣 mèn
懤 chóu
懥 zhì
懦 nuò
懧 nuò
懨 yān
懩 yǎng
懪 bó
懫 zhì
懬 kuàng
懭 kuǎng
懮 yǒu
懯 fū
懰 liú
懱 miè
懲 chéng
懳 hui
懴 chàn
懵 měng
懶 lǎn
懷 huái
懸 xuán
懹 ràng
懺 chàn
懻 jì
懼 jù
懽 huān
懾 shè
懿 yì
戀 liàn
戁 nǎn
戂 mí
戃 tǎng
戄 jué
戅 gàng
戆 gàng
戇 zhuàng
戈 gē
戉 yuè
戊 wù
戋 jiān
戌 qu
戍 shù
戎 róng
戏 xì
成 chéng
我 wǒ
戒 jiè
戓 gē
戔 jiān
戕 qiāng
或 huò
戗 qiāng
战 zhàn
戙 dòng
戚 qi
戛 jiá
戜 dié
戝 zéi
戞 jiá
戟 jǐ
戠 zhī
戡 kān
戢 jí
戣 kuí
戤 gài
戥 děng
戦 zhàn
戧 qiāng
戨 gē
戩 jiǎn
截 jié
戫 yù
戬 jiǎn
戭 yǎn
戮 lù
戯 hū
戰 zhàn
戱 xì
戲 xì
戳 chuō
戴 dài
戵 qú
戶 hù
户 hù
戸 hù
戹 è
戺 shì
戻 tì
戼 mǎo
戽 hù
戾 lì
房 fáng
所 suǒ
扁 biǎn
扂 diàn
扃 jiōng
扄 shǎng
扅 yí
扆 yǐ
扇 shàn
扈 hù
扉 fēi
扊 yǎn
手 shoǔ
扌 shou
才 cái
扎 zhā
扏 qiú
扐 lè
扑 pū
扒 bā
打 dǎ
扔 rēng
払 fǎn
扖 ru
扗 zài
托 tuō
扙 zhàng
扚 diǎo
扛 káng
扜 yū
扝 kū
扞 gǎn
扟 shēn
扠 chā
扡 tuō
扢 gǔ
扣 koù
扤 wù
